ord,n,m,all_data,a,find_counterfactual_set,select_optimal_pairs,improved_counterfactual,time,equal_r1_r2,equal_r1_r3,equal_r2_r3
90,22,13,"[([87], 0.0036857455366364066), ([11, 87], 0.005138486870659006), ([96, 11, 87], 0.009922773515327808), ([78, 96, 11, 87], 0.010171993572153155)]",0.018395666856937984,[],[],[],"[3.9577484130859375e-05, 1.1205673217773438e-05, 2.3126602172851562e-05]",TRUE,TRUE,TRUE
90,21,14,"[([93], 0.004901721348108216), ([54], 0.002096630723375292), ([4], 0.004479087744625411), ([91], 0.0028456678339054647), ([69], 0.0001575154368787146), ([87], 0.002758192853769914), ([17], 0.0005389409756629887), ([44], 0.000903620253570674), ([8], 0.002415134579163086), ([78], 0.002018678250767692), ([19], 0.0038654722860678756), ([92], 0.004930303587578419), ([7], 0.0003793077677761414), ([53], 0.004171809894703029), ([47], 0.00359017014997267), ([43], 0.0042399358332869345), ([16], 0.0006604120742611669), ([82], 0.0016731644009437719), ([2], 0.0023102908615486566), ([12], 0.0025421053990034447), ([46], 0.0021418809529952392)]",0.011149711338018524,"[92, 93, 4]","[93, 78, 43]",[],"[3.147125244140625e-05, 7.807919979095459, 0.00016045570373535156]",TRUE,FALSE,FALSE
90,23,15,"[([22], 0.003629603322013541), ([68], 0.004653824074086596), ([63], 0.0006891656854960742), ([14], 0.001181051194259507), ([23], 0.0005762918370959719), ([2], 0.004441187204480558), ([74], 0.0015363333898606485), ([59], 0.0012944952359273565), ([46], 0.0007877694989216943), ([52], 0.0015970451475061397), ([39], 0.004477243192527632), ([67], 0.002786704065833122), ([97], 0.003681740201929795), ([30], 0.0013963315574650548), ([64], 0.0011633605246286172), ([55], 0.0004866993147468801), ([69], 0.004929606691203632), ([76, 22], 0.006241697636220227), ([79, 76, 22], 0.007084590229413486)]",0.02278577117727209,"[69, 68, 39, 2, 76, 22]","[22, 68, 63, 2, 39, 69]",[],"[7.05718994140625e-05, 0.7647161483764648, 0.0001475811004638672]",TRUE,FALSE,FALSE
90,20,16,"[([8], 0.0038023404067313105), ([49, 8], 0.0039815482571959535), ([79, 49, 8], 0.00443051751009689), ([89, 79, 49, 8], 0.00661907431686923)]",0.004395073302706848,"[79, 49, 8]","[79, 49, 8]","[8, 49, 79, 89]","[3.337860107421875e-05, 1.1920928955078125e-05, 2.574920654296875e-05]",TRUE,FALSE,FALSE
90,20,17,"[([96], 0.002031705830498693), ([37], 0.0019778438263647), ([44], 0.0034819694426202665), ([2], 0.0016610714600640453), ([41], 0.003955676158918898), ([80], 0.004421761235218839), ([81], 0.0025469168134315866), ([13], 0.0017309067659943334), ([34], 0.0003021722567257273), ([94], 0.0029550526343845585), ([58], 0.002692092715596801), ([65], 0.001943241539339219), ([62], 0.0010886830324320256), ([10], 0.0022428351061613816), ([98], 0.0028575449568662955), ([12], 0.0003505488080237712), ([9], 0.0024931204453114107), ([21], 0.003723630948793937), ([92], 0.003605866312393092), ([86, 65], 0.005066794011488031)]",0.018498599322060556,"[80, 41, 21, 92, 44]","[44, 41, 80, 94, 21]",[],"[4.673004150390625e-05, 3.77040696144104, 0.0001690387725830078]",TRUE,FALSE,FALSE
90,20,18,"[([35], 0.004914939548073613), ([22], 0.0008544626266582073), ([25], 0.0034128131220175803), ([67], 0.0001053286724947783), ([97], 0.004414495530782579), ([85], 0.00490358227712588), ([63], 0.0048667651031335454), ([98], 0.0018491563120444671), ([64], 0.0015422732903348124), ([12, 67], 0.0002555027155236828), ([66, 63], 0.009588654867931331), ([42, 25], 0.0036381310714494065), ([81, 22], 0.005470598920702037), ([26, 85], 0.007096675143716724), ([91, 64], 0.005373466625402777), ([69, 98], 0.0018628584548529704), ([78, 35], 0.005224706539733319), ([16, 97], 0.008999916058058551), ([10, 91, 64], 0.007780773585637156), ([94, 78, 35], 0.0063495448150807775)]",0.05585721307766704,[],[],[],"[0.00045752525329589844, 0.08904123306274414, 0.0001556873321533203]",TRUE,TRUE,TRUE
90,21,19,"[([25], 0.0039001534983520276), ([64], 0.0014916929468759066), ([53, 64], 0.006102563507268053), ([18, 25], 0.0065705700505055125), ([52, 53, 64], 0.008979817592260316), ([39, 18, 25], 0.006949125568077139)]",0.022066505181385955,[],[],[],"[7.557868957519531e-05, 2.3603439331054688e-05, 3.0994415283203125e-05]",TRUE,TRUE,TRUE
90,22,20,"[([20], 0.003750235442194796), ([19], 0.003406122017283742), ([82], 0.0038776341369515096), ([71], 0.0003077525518771673), ([75], 0.0002870231671274254), ([44], 0.0004371164300017194), ([79], 0.0014818180117615494), ([96], 0.0003885755260295853), ([93], 0.000490577153905562), ([39], 0.0027798474985682798), ([31], 0.0007748680830845323), ([43, 31], 0.005319060676425707), ([69, 79], 0.005298550049493213), ([85, 39], 0.005427996973968178), ([68, 85, 39], 0.008779405875599671), ([56, 69, 79], 0.009085745168711766), ([60, 43, 31], 0.00598287757808042), ([76, 56, 69, 79], 0.012941196948836718), ([72, 60, 43, 31], 0.006190645787531107), ([97, 68, 85, 39], 0.01089828614192675)]",0.03226482020156401,"[82, 20, 19, 76, 56, 69, 79, 68, 85, 39]","[20, 19, 82, 68, 85, 39, 76, 56, 69, 79]",[],"[0.0001614093780517578, 0.10681414604187012, 0.0001671314239501953]",TRUE,FALSE,FALSE
90,25,21,"[([4], 0.003780438410170999), ([77], 0.004506677616888411), ([34], 0.004518420077508464), ([68], 0.0001430855273684484), ([94], 0.0007145571747940682), ([99], 0.003657318228490864), ([8], 0.004401039227421448), ([11], 0.0032231396281274076), ([67], 0.0013282063226090625), ([38], 0.003641499159778008), ([92], 0.004928893039702507), ([18], 0.0001783265121288752), ([24, 77], 0.008205454232457308), ([82, 18], 0.004085279738227813), ([63, 99], 0.004027215506052952), ([72, 68], 0.0045528961881854315), ([87, 11], 0.0064649290066049), ([43, 34], 0.006586776133868611), ([2, 67], 0.0059233433402509795), ([59, 92], 0.0060019997032889835), ([17, 8], 0.0045083908719350755), ([60, 43, 34], 0.006783076110527302), ([41, 82, 18], 0.00607647895830399), ([28, 2, 67], 0.006216464767522724), ([78, 60, 43, 34], 0.01117812596327364)]",0.07496774195284626,[],[],[],"[0.0007801055908203125, 3.607522487640381, 0.00020742416381835938]",TRUE,TRUE,TRUE
90,22,22,"[([17], 0.004098640098634189), ([9], 0.0021845214870239945), ([30], 0.0035057420711171816), ([22], 0.002820501454252169), ([86], 0.0027770255765255042), ([12], 0.004255685695703277), ([8], 0.000355175736966078), ([44], 0.002190633784411798), ([18], 0.002807349876334636), ([72], 0.0016713235495692891), ([6], 0.002385151232231538), ([11], 0.0003270012430651609), ([100], 0.0046262804531364155), ([93], 0.004727255266234083), ([47], 0.004284056047333004), ([34], 0.003536454785325201), ([52], 0.0013681586778518302), ([2], 0.0045462402425864076), ([10], 0.0027992832290991243), ([74], 0.004226758196313069), ([78, 93], 0.007695163019181457), ([75, 78, 93], 0.007940762571563804)]",0.016693425673389422,"[93, 100, 2, 47]","[100, 93, 2, 10]",[],"[6.0558319091796875e-05, 9.386016368865967, 0.00016617774963378906]",TRUE,FALSE,FALSE
90,23,23,"[([30], 0.0014993259011016314), ([77], 0.004300150603783685), ([54], 0.004033386345321853), ([9], 0.004959489512739498), ([82], 0.0027103901590326356), ([48], 8.51945746271782e-05), ([99], 0.0024731265823000137), ([93], 0.0003227366364716073), ([28], 4.19980819093013e-05), ([3], 0.0023638931049339167), ([61], 0.0002933213663759226), ([66], 0.0016653991715018385), ([64], 0.0028704433057793717), ([26], 0.0024210465495698385), ([50], 0.004261715712167165), ([97], 0.0007803072844896603), ([65], 6.71719039524632e-05), ([20], 0.0001178195632482232), ([36], 0.0032281628126388786), ([53], 0.004385350517776217), ([41], 0.0008925149657092052), ([10], 0.0005979532562032796), ([98], 0.0040391754709785)]",0.002472857598479924,[9],[99],[9],"[1.6689300537109375e-05, 26.911368370056152, 0.0001742839813232422]",TRUE,TRUE,TRUE
90,24,24,"[([84], 0.0020513634444200386), ([13], 0.004785155937644642), ([68], 0.0003984916178534276), ([74], 0.004690068849757999), ([31], 0.0023680238751255128), ([22], 0.00175813390906245), ([88], 0.004286279339157134), ([70], 0.0010561314253052785), ([25], 0.0001235649932316612), ([97], 0.0004795304677413925), ([58], 0.0024276667436174365), ([83], 0.002328870036505942), ([75], 0.0032859354030035106), ([80, 22], 0.005493040833957673), ([73, 75], 0.004241731449883213), ([85, 84], 0.004107109594296352), ([16, 58], 0.003318794950880711), ([15, 80, 22], 0.008803077062761374), ([51, 73, 75], 0.0065540923708031626), ([26, 15, 80, 22], 0.013784832387995619), ([40, 51, 73, 75], 0.008480706610328771), ([48, 26, 15, 80, 22], 0.015517344822171347), ([76, 40, 51, 73, 75], 0.011642062366230273)]",0.01517673579026309,"[13, 74, 88, 75]","[13, 74, 58, 75]",[],"[5.245208740234375e-05, 0.9267783164978027, 0.00017976760864257812]",TRUE,FALSE,FALSE
90,25,25,"[([84], 0.0044984472694656755), ([71, 84], 0.008046325594141313), ([45, 71, 84], 0.011395539034619763), ([15, 45, 71, 84], 0.01319892137406161)]",0.005567012147022544,"[71, 84]","[71, 84]","[15, 45, 71]","[2.193450927734375e-05, 1.1682510375976562e-05, 2.5272369384765625e-05]",TRUE,FALSE,FALSE
90,22,26,"[([6], 0.003575687124813001), ([69], 0.001480207649356165), ([19], 0.0046271103632163505), ([67], 0.003976959612436697), ([76], 0.00201224031230596), ([71], 0.0002075184115859474), ([28], 0.001089870067041953), ([27], 0.004910846380570087), ([49], 0.0037776691185172928), ([79], 0.0018001773052240216), ([38], 0.001967820301179904), ([63], 0.003625708999023673), ([26], 0.0005794594255294805), ([91], 0.0013740003675925445), ([87], 0.0036578660592787803), ([54], 0.003729224262931718), ([88, 38], 0.0037120944163423018), ([65, 63], 0.007959686921269821), ([12, 26], 0.003085975112446934), ([29, 76], 0.006578440428601626), ([51, 19], 0.006161338845224581), ([5, 51, 19], 0.011072445753782351)]",0.019018715704321086,"[65, 63, 5, 51, 19]","[27, 65, 63, 51, 19]",[],"[5.14984130859375e-05, 2.0373353958129883, 0.00017142295837402344]",TRUE,FALSE,FALSE
90,24,27,"[([44], 0.0001988727117443501), ([57], 0.0032948209252900997), ([78], 0.0042629328118811705), ([10], 0.0028917907937009947), ([2], 0.0024951540557552423), ([15], 0.001999159563224544), ([60], 0.004261779750620357), ([1], 0.0026064799598602144), ([18], 0.004469186792253104), ([77], 0.0031732711297021766), ([14, 10], 0.007830363685145648), ([5, 2], 0.0059103651958225725), ([51, 60], 0.007922576633110787), ([87, 44], 0.0028690460911990137), ([54, 78], 0.00786823001168839), ([82, 15], 0.004163387574732803), ([17, 57], 0.007110023069051624), ([45, 18], 0.008850460823890089), ([41, 51, 60], 0.011640850897797891), ([34, 17, 57], 0.011419522697988013), ([8, 82, 15], 0.008850145401221471), ([84, 45, 18], 0.008870999791999727), ([83, 54, 78], 0.009044817845481284), ([52, 84, 45, 18], 0.01253603783333719)]",0.027364609901952004,"[45, 18, 41, 51, 60, 54, 78]","[18, 51, 60, 54, 78, 17, 57]","[8, 14, 17, 34, 41, 51, 60]","[0.00013589859008789062, 0.9621067047119141, 0.0001876354217529297]",TRUE,TRUE,TRUE
90,22,28,"[([80], 0.0030154776148678688), ([59], 0.0014565351445726632), ([86], 0.0009401990970136453), ([43], 0.0015679063014350737), ([9], 0.002648677561495436), ([62], 0.001851424674421139), ([64], 0.0028108069431261513), ([13], 0.0042076132530225584), ([49], 0.002994343803414989), ([11], 0.0002810492559397398), ([88, 11], 0.004666555064581057), ([33, 59], 0.005941613021106012), ([31, 49], 0.006202878838375515), ([36, 9], 0.00417130421705043), ([7, 80], 0.004513484643529078), ([10, 86], 0.0022262126915357444), ([97, 62], 0.004600664352593074), ([90, 64], 0.004147789879112238), ([6, 43], 0.0035557020474496423), ([37, 13], 0.005700317455991211)]",0.013648728119118105,"[13, 80, 31, 49, 64]","[64, 88, 11, 31, 49]",[],"[6.318092346191406e-05, 0.4475548267364502, 0.0001761913299560547]",TRUE,FALSE,FALSE
90,22,29,"[([63], 0.0013072222977683213), ([93], 0.002744898465948583), ([67], 0.00382386821628898), ([43], 0.003555306342750272), ([66], 0.0030264099049061933), ([10], 0.0039033002614189695), ([29], 0.0004776295527504171), ([46], 0.0021747042846164506), ([25], 0.003866725531435771), ([22], 0.004003177771570849), ([100], 0.0006408297114212935), ([65], 0.0020678137083402666), ([52], 0.002890534326404725), ([87], 0.0035690644934507146), ([99], 0.002521025368974875), ([23], 0.0003285637203559022), ([98], 0.001492738270195595), ([94], 2.76697609012533e-05), ([71], 0.002441636930435571), ([62], 0.0007106098971895924), ([32], 0.0012005406412313375), ([91], 0.002779752757117672)]",0.012133518896432226,"[22, 10, 25, 67]","[43, 25, 22, 62]",[],"[4.935264587402344e-05, 14.705322504043579, 0.00016760826110839844]",TRUE,FALSE,FALSE
90,21,30,"[([55], 0.0016305936575344677), ([91], 0.000491448894613663), ([97], 0.0013418738539419245), ([69], 0.0043465892335717935), ([99], 0.00246609740338186), ([59], 0.004072028489517269), ([92], 0.002940709320646645), ([56], 0.0033147342731132115), ([27], 0.0003465076673704132), ([33], 0.0009305357312124924), ([77], 0.003604397643972075), ([43], 0.003292544011904406), ([80, 91], 0.004053928015372413), ([24, 59], 0.008309279070699255), ([60, 27], 0.001646832623503958), ([46, 60, 27], 0.0063594158403071244), ([48, 80, 91], 0.008406351526043873), ([100, 48, 80, 91], 0.012007730577198858), ([94, 46, 60, 27], 0.009223540553599183)]",0.02504613381046647,"[69, 24, 59, 77, 56, 43, 92]","[69, 99, 56, 77, 43, 24, 59]",[],"[0.00010609626770019531, 0.11209845542907715, 0.00016617774963378906]",TRUE,FALSE,FALSE
90,25,31,"[([37], 0.0005248441937496745), ([95], 0.0006097392422124038), ([47], 0.004748365737699331), ([69], 0.0001352987826748014), ([38], 0.004763101178729634), ([88], 0.002133947508654943), ([71], 0.0004203306219086089), ([31], 0.003742782896544426), ([27], 0.0018927708109410068), ([66], 0.0038433359622189168), ([73], 0.0018952117023936783), ([49], 0.0009472304264217513), ([56, 27], 0.0027148079314797207), ([81, 38], 0.00835702106368029), ([51, 71], 0.0005691334484941329), ([39, 88], 0.0028425940022257868), ([82, 37], 0.003924986686882052), ([2, 47], 0.005707849476574081), ([13, 31], 0.004101567159701932), ([89, 66], 0.0076268628454847515), ([70, 51, 71], 0.003063921182647341), ([29, 13, 31], 0.0061729463355973315), ([52, 56, 27], 0.0029773090900138237), ([74, 70, 51, 71], 0.006873198857593708), ([30, 74, 70, 51, 71], 0.008594028678384897)]",0.029845679424428034,"[38, 47, 89, 66, 31, 88, 74, 70, 51, 71]","[47, 31, 27, 81, 38, 82, 37, 89, 66]",[],"[0.0002689361572265625, 1.9937677383422852, 0.00022292137145996094]",FALSE,FALSE,FALSE
90,25,32,"[([98], 5.54331102145855e-05), ([79], 0.00365971275025085), ([27], 0.00368006277671513), ([37], 0.0036998107607547556), ([86], 0.0031005904204669983), ([23], 0.004695337076898427), ([80], 0.0011452366359693323), ([97], 0.004879603983158983), ([72], 0.0023254754672849126), ([47], 0.0034549249440347127), ([62], 0.001602969333241096), ([44], 0.0018469541636958991), ([46], 0.003175440416618096), ([89], 0.004456182633578102), ([88], 0.002068234573733124), ([24], 0.0035465684306858294), ([64], 9.96080006644473e-05), ([21], 0.003941001985026013), ([73], 0.0021077767974293487), ([96], 0.0003598899141530365), ([52], 0.004289968179714116), ([28], 0.0049747156987454775), ([53], 0.000349418306887343), ([34], 0.004721297480629204), ([71, 24], 0.007106167562208161)]",0.025876943598273684,"[28, 97, 34, 23, 71, 24]","[37, 23, 97, 46, 89, 28]",[],"[8.225440979003906e-05, 82.38698863983154, 0.0002586841583251953]",TRUE,FALSE,FALSE
90,25,33,"[([99], 0.004994373930557822), ([25], 0.004835786964056473), ([39], 0.00487914413524934), ([28], 0.002889680725338678), ([66], 0.002395713994164324), ([21], 0.004170734558489792), ([84], 0.004313127581613647), ([16], 0.0024632125068578155), ([95], 0.002291401769417622), ([36], 0.002555559155928921), ([37], 0.0023918921272254026), ([2], 0.0008563668830606463), ([55], 0.0003973842508663628), ([54], 0.002270862024122807), ([7], 0.0023993958324555354), ([72], 0.002961350586381642), ([11], 0.0024444542868726255), ([42], 0.0038978192324873617), ([4], 0.0019621456118847193), ([63], 0.004342074746881812), ([38, 4], 0.005417716265771495), ([33, 7], 0.005732956601133942), ([48, 25], 0.009235627300209992), ([14, 2], 0.005341948678081062), ([93, 36], 0.006147814892546184)]",0.05608538009428484,"[99, 39, 48, 25, 63, 84, 21, 42, 72, 93, 36, 33, 7, 38, 4]","[99, 39, 21, 84, 72, 42, 63, 38, 4, 33, 7, 48, 25, 93, 36]",[],"[0.00023889541625976562, 26.10394287109375, 0.00021886825561523438]",TRUE,FALSE,FALSE
90,22,34,"[([96], 0.0026827209014155095), ([15], 0.0005627370100520834), ([18, 15], 0.004392164238385542), ([23, 96], 0.005019972116063583), ([77, 18, 15], 0.005089277334977365), ([31, 23, 96], 0.0052505258424776), ([39, 77, 18, 15], 0.00721746633326412), ([14, 31, 23, 96], 0.00748848553246204)]",0.019229544021652188,[],[],[],"[0.0001666545867919922, 0.00022363662719726562, 5.91278076171875e-05]",TRUE,TRUE,TRUE
90,21,35,"[([92], 0.0023094000835233103), ([79], 0.004900278953880624), ([9], 0.004088114051778362), ([61], 0.004655028400973389), ([100], 0.003829826338116812), ([4], 0.000391766824858314), ([64], 0.0038132876266244826), ([8], 0.000899238938405707), ([73], 0.002400587889170415), ([31], 0.0006506560679465129), ([85], 5.97775195060052e-05), ([26], 0.004461600965045746), ([76, 100], 0.004943495906913901), ([95, 76, 100], 0.00883381445310771), ([41, 95, 76, 100], 0.011300690727473086), ([19, 41, 95, 76, 100], 0.012028948470874011)]",0.019718838092492773,"[79, 61, 26, 9, 100]","[92, 79, 9, 61, 64]",[],"[6.031990051269531e-05, 0.03152632713317871, 0.00011301040649414062]",TRUE,FALSE,FALSE
90,23,36,"[([62], 0.0003372250684965827), ([70], 0.002619485909381254), ([53], 0.003980711275053681), ([54], 0.0007287999611394857), ([88], 0.0025940573112177884), ([38], 0.0036377872425527326), ([1], 0.0028757687423753013), ([96], 0.003001619643043139), ([29], 0.0047682962480837), ([85], 0.0004438247489019476), ([27], 0.0031725508725808306), ([75], 0.001281499641666191), ([57], 0.0009419665127663496), ([34], 0.0018135597888072042), ([73], 0.003802897246481749), ([68], 0.0005896284457989714), ([67], 0.0036386446039662003), ([43], 0.004990350867708331), ([28], 0.003296349621567817), ([26, 68], 0.0024577165443147343), ([94, 96], 0.0033302362365893222), ([44, 73], 0.006164013669791881), ([5, 26, 68], 0.006120258997461022)]",0.03181564699895577,"[43, 29, 53, 73, 67, 38, 28, 27, 96]","[53, 88, 38, 1, 96, 73, 67, 43, 28]",[],"[0.0001251697540283203, 8.237645626068115, 0.00019669532775878906]",TRUE,FALSE,FALSE
90,25,37,"[([64], 0.0032221348214792112), ([46], 0.0045186544842664355), ([19], 0.003284874747755795), ([24], 0.0020178590323966196), ([16], 0.003916697012085441), ([31], 0.004527746245069024), ([87], 0.0005267205882043758), ([77], 0.002877206771617563), ([36], 0.0038930146100690523), ([62], 0.0043606529307942165), ([30], 0.001145156425235046), ([94], 0.0017286213710516658), ([85], 0.0004883739735354237), ([72], 0.0002556995832536318), ([66], 0.001127228881509642), ([98, 46], 0.007614695951096763), ([74, 87], 0.005086745346210537), ([12, 85], 0.0005921139056277636), ([43, 72], 0.00290748729768762), ([28, 74, 87], 0.007222620387530791), ([79, 12, 85], 0.004832987445668866), ([90, 98, 46], 0.012447391736937752), ([65, 43, 72], 0.00318850930848225)]",0.014649627705897256,"[31, 90, 98, 46]","[46, 31, 36, 94]",[],"[5.888938903808594e-05, 3.703810214996338, 0.00018215179443359375]",TRUE,FALSE,FALSE
90,24,38,"[([5], 0.003803942715366718), ([29], 0.0031461951320062875), ([44], 0.003894947059752003), ([87], 0.000832175981927396), ([62], 0.0006209069530164602), ([86], 0.0027292845578497744), ([22], 0.004601730460429416), ([69], 0.0015594235709690308), ([13], 0.0003380453516646625), ([37], 0.002602882588913753), ([71, 29], 0.0044075708097471925), ([67, 44], 0.005425050139825619), ([7, 69], 0.004983041430268993), ([89, 22], 0.007082674603188604), ([74, 37], 0.004334858996133393), ([32, 87], 0.0023568684877052987), ([75, 86], 0.006397629783512781), ([99, 7, 69], 0.009859631407853751), ([6, 99, 7, 69], 0.01288366219941314), ([49, 6, 99, 7, 69], 0.014401824584128961), ([63, 49, 6, 99, 7, 69], 0.017535931138147654), ([77, 63, 49, 6, 99, 7, 69], 0.017859424366202484)]",0.01686493259018652,"[99, 7, 69, 89, 22]","[5, 29, 86, 22, 37]","[5, 22, 75, 86, 89]","[8.130073547363281e-05, 0.36893701553344727, 0.00018215179443359375]",TRUE,TRUE,TRUE
90,21,39,"[([78], 0.0008527596024339401), ([20], 0.0023678906745852363), ([56], 0.002813684195881883), ([52, 78], 0.003452162093470212), ([12, 56], 0.007514433286338029), ([3, 20], 0.005989947126689024), ([60, 52, 78], 0.007081898638970033), ([22, 12, 56], 0.008940433875237594), ([69, 3, 20], 0.010223417683603176)]",0.014005996965564722,"[12, 56, 3, 20, 78]","[78, 12, 56, 3, 20]",[],"[7.677078247070312e-05, 0.00012063980102539062, 5.054473876953125e-05]",TRUE,FALSE,FALSE
91,22,0,"[([81], 0.0012667625843826452), ([45], 0.004985876241966159), ([92], 0.0018816049243313949), ([21], 0.00273166520060919), ([22], 0.0018442646574652638), ([80], 0.0005470925652422937), ([98], 0.0042245238160552165), ([23], 0.0002010356095839777), ([87], 0.004508125420448585), ([61], 0.0014039385101592512), ([97], 0.002048816381043091), ([100], 0.002037998211794258), ([29], 0.002596996318241812), ([53, 23], 0.0014099721359135604), ([25, 61], 0.003492316356946109), ([74, 87], 0.008613052379157288), ([63, 92], 0.0040109093705570035), ([86, 80], 0.0010076878760030862), ([58, 63, 92], 0.007357512559621039), ([91, 58, 63, 92], 0.011991021725886158), ([32, 91, 58, 63, 92], 0.01258869436986931), ([34, 32, 91, 58, 63, 92], 0.012802106865782736)]",0.04137520626615939,"[45, 87, 98, 21, 29, 91, 58, 63, 92, 97, 100, 22, 25, 61, 81]","[81, 45, 21, 98, 97, 100, 25, 61, 74, 87, 91, 58, 63, 92]",[],"[0.00045228004455566406, 1.3191123008728027, 0.000194549560546875]",FALSE,FALSE,FALSE
91,24,1,"[([90], 0.004173538058530591), ([100], 0.0025165192183445673), ([37], 0.0037165415316831574), ([10], 0.0027124315783960897), ([16], 0.003750308970544594), ([25], 0.004053009256134406), ([91, 90], 0.004987042229380018), ([84, 16], 0.006929739739285843), ([33, 37], 0.007100744932295517), ([23, 25], 0.00851330643354246), ([88, 100], 0.0052042867678394385), ([32, 10], 0.004289670873640227), ([72, 88, 100], 0.00610013555204406), ([85, 23, 25], 0.010507819309060178), ([82, 33, 37], 0.010628808800345911), ([77, 91, 90], 0.005153284677826951), ([19, 84, 16], 0.007734271705629116), ([97, 32, 10], 0.006743423963754823), ([34, 72, 88, 100], 0.007979369246586529), ([28, 77, 91, 90], 0.007011852841357065), ([4, 97, 32, 10], 0.009055453622207768), ([6, 85, 23, 25], 0.013939966936947927), ([95, 19, 84, 16], 0.008513663285278531), ([54, 82, 33, 37], 0.011295137852738507)]",0.07541339882009106,[],[],[],"[0.00066375732421875, 0.042182207107543945, 0.0001513957977294922]",TRUE,TRUE,TRUE
91,21,2,"[([77], 0.00416808886822702), ([24], 0.004483679537611845), ([30], 0.003153627251409124), ([88], 0.0035378459034660138), ([80], 0.003781857982526244), ([5], 0.002891731966450829), ([16], 0.003469502659844837), ([56, 16], 0.004002841810672198), ([76, 5], 0.004891314017087407), ([82, 88], 0.005654046642457922), ([29, 80], 0.00638720070595163), ([74, 24], 0.008477361888982852), ([65, 30], 0.005615083352732642), ([38, 56, 16], 0.004335447609636525), ([68, 65, 30], 0.007087781274651901), ([27, 68, 65, 30], 0.008531776470378305), ([57, 27, 68, 65, 30], 0.012321407509081388), ([22, 57, 27, 68, 65, 30], 0.017123291760109818), ([8, 22, 57, 27, 68, 65, 30], 0.019976468593968788)]",0.03805073979048745,"[24, 77, 80, 88, 16, 8, 22, 57, 27, 68, 65, 30]","[77, 24, 80, 82, 88, 8, 22, 57, 27, 68, 65, 30]",[],"[0.00027489662170410156, 0.013951778411865234, 0.00010991096496582031]",TRUE,FALSE,FALSE
91,24,3,"[([77], 0.0013387119958574551), ([40], 0.0033743674497167327), ([85], 0.0036194613732767047), ([56], 0.0007533550857065224), ([17], 0.001220660911779868), ([24], 0.0019171469964050698), ([57], 0.002947756727357), ([70], 0.004881291319355174), ([72], 0.003673607893751088), ([27], 0.0018341121029114599), ([44], 0.0011171222240835377), ([12], 0.003934306303555323), ([84], 0.0015360482381173257), ([36], 0.0028305435929941113), ([73], 0.0045380173669671555), ([37], 0.004096868288521336), ([88], 8.27949978700826e-05), ([99], 0.0027628854346214886), ([91], 0.003417899744644406), ([49, 88], 0.0031539522378407673), ([43, 49, 88], 0.00800642314614542), ([69, 43, 49, 88], 0.010603361026298472)]",0.014689282517345468,"[70, 73, 37, 12]","[40, 70, 72, 99]",[],"[4.792213439941406e-05, 6.63881516456604, 0.00018286705017089844]",TRUE,FALSE,FALSE
91,20,4,"[([37], 0.003256634999888309), ([75, 37], 0.003810292936804227), ([26, 75, 37], 0.00547603576837649), ([76, 26, 75, 37], 0.009331820338151697), ([30, 76, 26, 75, 37], 0.009987226533758593), ([22, 30, 76, 26, 75, 37], 0.010371788868636789)]",0.005144720493888916,"[26, 75, 37]","[26, 75, 37]","[22, 26, 30, 76]","[3.62396240234375e-05, 2.1457672119140625e-05, 3.6716461181640625e-05]",TRUE,FALSE,FALSE
91,20,5,"[([19], 0.0044154433906726884), ([50], 0.003687370249812701), ([75], 0.0014431799054225143), ([66], 0.004189280787561526), ([4], 0.004397336834355756), ([76], 0.004836734981412684), ([5], 0.003622814502287648), ([59], 0.001441335674337041), ([81], 0.003264773240173241), ([17], 0.002877845461852596), ([51], 0.0012118572006542606), ([42], 0.003429105137058499), ([79], 0.002109142560952069), ([53], 0.002048589644951158), ([67, 79], 0.003014701624932561), ([61, 51], 0.0046696001797956015), ([60, 5], 0.006857607848886286), ([10, 17], 0.0034626206009279806), ([97, 75], 0.005468117587191275), ([25, 66], 0.00836989047990441)]",0.031023228826691947,"[76, 19, 4, 25, 66, 50, 60, 5]","[50, 4, 76, 17, 60, 5, 25, 66]",[],"[9.942054748535156e-05, 1.0171175003051758, 0.0001785755157470703]",TRUE,FALSE,FALSE
91,23,6,"[([10], 0.000936960235988677), ([16], 0.004790841157150292), ([40], 0.0031531256928844648), ([45], 0.0011237881092216223), ([60], 0.0023265953935605213), ([63], 0.003120479612449004), ([5], 0.0010433911248653683), ([41], 0.003277544383515525), ([22], 0.00349510231517326), ([51], 0.00451791906609433), ([79], 0.0028837888395450684), ([26], 0.004678164728896441), ([54], 0.004695420742080269), ([47], 0.0002882799587414908), ([31], 0.0018401629434032308), ([27], 0.000689049650249825), ([68], 0.0003778930360225452), ([85], 0.0002476966892363269), ([15], 0.00218677316786359), ([17], 0.0023830761392563465), ([3], 0.002608636326921735), ([76], 0.0020107898231071404), ([32, 31], 0.004840852127365902)]",0.03328017115328461,"[16, 54, 26, 51, 22, 41, 40, 32, 31]","[16, 60, 63, 41, 22, 51, 26, 54, 17]",[],"[0.00012540817260742188, 22.220118522644043, 0.0001811981201171875]",TRUE,FALSE,FALSE
